ESPECIFICACOES TECNICAS,,,,,,,,,,,,,,METROLOGIA,,,,,,,,,,,"prontidao
Status",,PATRIMONIO / INVENTARIO,,,,,,,PROCESSO LICITATORIO,,,,,,,OBTENCAO / FINANCEIRO,,,,,,,,"Gerenciamento e transporte do equipamento
OFICINA > ET > TRANSPORTADORA > LABORATORIO",,,,,,,,,,,,,,,,,
"equipamento_classe
ELE – eletrico
MEC – mecanico",equipamento_tipo,equipamento_fabricante,equipamento_modelo,equipamento_serial,equipamento_codigo_interno,equipamento_altura,equipamento_largura,equipamento_equipamento_comprimento,equipamento_tensao,equipamento_potencia,equipamento_necessidade,equipamento_,,faixa de medicao,unidade da medicao,TOLERANCIA,"ERRO MAX TOLERAVEL
ESPEC. PELO USUARIO/PROCEDIMENTO",ERRO MENSURADO CERT. CAL. VIGENTE,VARIANCIA,ANALISE Ia,obsvacao,,,,"prontidao
Status",prioridade,CICLO CALIBRAÇÃO (MESES),"
 DIVISÃO",INCUMBENCIA,CADBEM,INCUMBENCIA_RESPONSAVEL,"PS - Pedido de servico 
",,RESP_PROCESSO,PROCESSO_NUP,CONTRATO / ATA N,VALOR_MAX_TR,DATA_HOMOLOGACAO,DATA_ASS_ATA,VALOR_SERVICO_ATA,SOLEMP,SOLEMP_DATA,NOTA DE EMPENHO,DATA_EMPENHO_RECEBIDO_EXEC,NF,DATA_NF,DATA_CERTIFICACAO_NF,"executor
Laboratorio",,Data de ENTRADA na Oficina  Eletronica,saida para Cali.  Da Oficina  Eletronica,LOTE / REMESSA,RETORNO CAL,ENTREGUE  A OFICINA,,ULTIMA CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,localizacao,COMENTÁRIOS,,"CUSTO ESTIMADO
BASE HIST + AI",ORÇAMENTO,PAGAMENTO,LOCAL CALIBRAÇÃO
MEC,TORQUÍMETRO ,,"TORQUÍMETRO 0,5 NM A 2,5 NM (A.402)",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,12,F-21,,,,,,,,,,,,,,,,,,,,,,02/05/24,15/12/25,,24/03/25,,,45693,#VALOR!,DESCALIBRADO,C30639/25,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
ELE ,MULTÍMETRO,FLUKE,77DMM,,,,,,,,,,,,,,,,,,,,,,,,12,MINAS E BOMBAS,,,,,,,,,,,,,,,,,,,,,,20/07/23,02/08/23,,16/11/23,,,45239,#VALOR!,DESCALIBRADO,certificado nº 2142113/2023,CMASM,,,"776,23",,,CMS
MEC,MANÔMETRO ANALÓGICO,,FAMABRAS 0 – 3 kgf/cm2,,,,,,,,,,,3,kgf/cm²,,,,,,,,,,,,24,MINAS E BOMBAS,,,,,,,,,,,,,,,,,,,,,,09/10/23,25/10/23,,29/01/24,,,45315,#VALOR!,DESCALIBRADO,P-006396,CMASM,,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,FAMABRAS 0 – 30 kgf/cm2,,,,,,,,,,,30,kgf/cm²,,,,,,,,,,,,24,MINAS E BOMBAS,,,,,,,,,,,,,,,,,,,,,,09/10/23,25/10/23,,29/01/24,,,45315,#VALOR!,DESCALIBRADO,P-006397,CMASM,,,90,,,EMPRESA MQT
MEC,TORQUÍMETRO ,TORQ,1 a 7 kgf ,,,,,,,,,,,68,Nm,,,,,,,,,,,,24,MINAS E BOMBAS,,,,,,,,,,,,,,,,,,,,,,15/07/24,,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,222195/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
ELE ,MULTÍMETRO 6 DÍGITOS,KEYSIGHT,34461A,,,,,,,,,,,"1000 VDC 
750 VAC
100 a 100M Ohm
0.01 a 3 ADC
1 a 3 AAC
Continuidade 
Diodo",,,,,,,,,,,,,12,MISTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,43013,#VALOR!,DESCALIBRADO,EM REPARO,CMS,"Enviado para calibração em 24/01/22
PS39/2021 –  CMS
[23JAN2024] CMS: AGU obtenção componentes",,"776,23",,,CMS
MEC,TORQUÍMETRO ,FACOM,"0,8M DAN",,,,,,,,,,,8,Nm,,,,,,,,,,,,12,MISTRAL,,,,,,,,,,,,,,,,,,,,,,15/07/24,,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,221095/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,TORQUELEADER,"1,7M DAN",,,,,,,,,,,17,Nm,,,,,,,,,,,,12,MISTRAL,,,,,,,,,,,,,,,,,,,,,,15/07/24,,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,222168/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,UTICA,TCI-150,,,,,,,,,,,17,Nm,,,,,,,,,,,,12,MISTRAL,,,,,,,,,,,,,,,,,,,,,,15/07/24,,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,222148/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
ELE ,CONTADOR, ASTRONICS,2461-CD,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/12/24,25/03/25,,,,,,#VALOR!,DESCALIBRADO,,CMASM,não foi calibradoi ,,"1552,47",,,EMPRESA MQT
ELE ,CONTADOR, ASTRONICS,2461-CD,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/12/24,25/03/25,,,,,,#VALOR!,DESCALIBRADO,,CMASM,não foi calibradoi ,,"1552,47",,,EMPRESA MQT
ELE ,CONTADOR, ASTRONICS,2461-CD,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,"
CMS NÃO CALIBRA",,"1552,47",,,EMPRESA MQT
ELE ,CONTADOR,HP,5328B,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,06/06/23,07/06/23,,,,,,#VALOR!,DESCALIBRADO,EM REPARO,CMS,[23JAN2024] CMS: AGU obtenção componentes,,"1552,47",,,CMS
ELE ,CONTADOR,HP,5328B,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,16/11/23,,,45244,#VALOR!,DESCALIBRADO,certificado nº 2142118/2023,CMASM,,,"1552,47",,,CMS
ELE ,CONTADOR,HP,5328B,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,16/11/23,,,45244,#VALOR!,DESCALIBRADO,certificado nº 2142119/2023,CMASM,,,"1552,47",,,CMS
ELE ,DÉCADA CAPACITIVA,HP,4440B,,,,,,,,,,,"40 pF a 1,2 uF",,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,BOM ESTADO,,,,,"EMPRESA
DESERTO EM 2024"
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-K,,,,,,,,,,,"0,1 a 1.111,0 Ohms",,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,CMASM-IDE-T46-10402/10/24,CMASM,LCM LOTE 01,,,,,EMPRESA LMC
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-N,,,,,,,,,,,"0,1 a 11.111,0 Ohms",,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,CMASM-IDE-T46-10102/10/24,CMASM,LCM LOTE 01,,,,,EMPRESA LMC
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-Y,,,,,,,,,,,100 a 11.111.000 Ohms,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,CMASM-IDE-T46-10202/10/24,CMASM,LCM LOTE 01,,,,,EMPRESA LMC
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-Y,,,,,,,,,,,100 a 11.111.000 Ohms,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,CMASM-IDE-T46-10302/10/24,CMASM,LCM LOTE 01,,,,,EMPRESA LMC
ELE ,GERADOR DE FUNÇÕES,HP,3325B,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,05/12/23,,,45244,#VALOR!,DESCALIBRADO,certificado nº 2142012/2024,CMASM,"REPARADO EM 2022, MAS APRESENTA FALHA NOVAMENTE
FAIL 023
[23JAN2024] CMS: Pesquisa da avaria ""Fail 023"" em andamento. 
PS 077/2023",,"1869,16",,,CMS
ELE ,GERADOR DE FUNÇÕES,RACAL INSTRUMENTS,3152B VXI,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/15/24,,,24/03/25,,,,#VALOR!,DESCALIBRADO,,CMASM,gb vn   n ,,"1552,47",,,EMPRESA MQT
ELE ,GERADOR DE FUNÇÕES,RACAL INSTRUMENTS,3152B VXI,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,CMS NÃO CALIBRA,,"1552,47",,,EMPRESA MQT
ELE ,MULTÍMETRO,FLUKE,87,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,16/11/23,,,45256,#VALOR!,DESCALIBRADO,certificado nº 2142109/2023,CMASM,,,"560,75",,,CMS
ELE ,MULTÍMETRO,KEYSIGHT/AGILENT,E1412A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,24/03/25,,,,#VALOR!,DESCALIBRADO,,CMASM,não foi possível realizar calibração,,"560,75",,,EMPRESA MQT
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,,,,,,,,,,,"1000 VDC x 100 nV
100 a 1G Ohm",,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,21/12/23,,,45251,#VALOR!,DESCALIBRADO,certificado nº 2142126/2023,CMASM,,,"560,75",,,CMS
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,,,,,,,,,,,"1000 VDC x 100 nV
100 a 1G Ohm",,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,18/01/22,,,,,,#VALOR!,DESCALIBRADO,CMS,CMS,"EQUIPAMENTO NO CMS CALIBRAÇÃO 2021
PROCURAR POR PS 16/2021
[23JAN2024] CMS: AGU obtenção componentes",,"560,75",,,CMS
ELE ,OSCILOSCÓPIO,KEYSIGHT,DSO5034A ,,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,26/09/23,28/09/23,,16/11/23,,,45240,#VALOR!,DESCALIBRADO,certificado nº 2142117/2023,CMASM,,,"747,66",,,CMS
MEC,MANÔMETRO ANALÓGICO,,MENSOR 2780 (0-800 PSI),,,,,,,,,,,800,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31196/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,3D INSTRUMENTS INC (0-800 PSI),,,,,,,,,,,800,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,25/10/23,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31201/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,3D INSTRUMENTS INC (0-800 PSI),,,,,,,,,,,800,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,04/09/24,25/10/23,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31198/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,TORQUÍMETRO ,,SNAP-ON (TE250FU),,,,,,,,,,,,,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45499,#VALOR!,DESCALIBRADO,218985/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,Consolidated devices (6002DI) 0 – 600 lbs,,,,,,,,,,,68,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,Consolidated devices (6002DI) 0 – 600 lbs,,,,,,,,,,,68,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218991/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,CONSOLITED DEVICES (1502MR) 10-150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,,,,,,,,,,,3,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,,,,,,,,,,,4,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/092024,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,218998/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,,,,,,,,,,,3,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,,,,,,,,,,,4,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,,,,,,,,,,,4,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,,,,,,,,,,,3,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218998/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,,,,,,,,,,,6,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,,,,,,,,,,,6,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,,,,,,,,,,,6,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218968/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,,,,,,,,,,,20,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218914/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,,,,,,,,,,,20,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,,,,,,,,,,,20,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218956/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218976/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218942/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45500,#VALOR!,DESCALIBRADO,SEM ETIQUETA/218904/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,218930/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,,,,,,,,,,,115,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,,,,,,,,,,,4,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,26/07/24,#VALOR!,DESCALIBRADO,SEM ETIQUETE/219018/24,CMASM,MSMI LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,Consolidated devices (1502DI) 0 – 150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,219003/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,Consolidated devices (1502DI) 0 – 150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALOR!,DESCALIBRADO,,CMASM,MSMSI TORQ LOTE 05 DEZ,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,CONSOLITED DEVICES (1502MR) 10-150 lbs,,,,,,,,,,,15,Nm,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,219009/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 1500 PSI 17777001,,,,,,,,,,,1500,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,31/10/24,,25/11/24,,,45608,#VALOR!,DESCALIBRADO,falta certificADO,CMASM,MSMI LOTE 02,,"338,69",,,EMPRESA MV
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 200 PSI 17777001 ,,,,,,,,,,,200,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,31/10/24,,25/11/24,,,45608,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,,"338,69",,,EMPRESA MV
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 200 PSI 17777001 ,,,,,,,,,,,200,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,31/10/24,,25/11/24,,,45608,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,,"338,69",,,EMPRESA MV
